source_repo_path	public_repo_path	role	upstream_source	source_version_or_retrieval_date	original_redistribution_status	public_decision	license_or_terms	citation_required	reason	replacement_or_acquisition_method	sha256
results/reference/figure4/source_data/VALIDATED_FIGURE4_SOURCE_COORDINATES.csv	results/reference/figure4/source_data/VALIDATED_FIGURE4_SOURCE_COORDINATES.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Fixed-reference PCA publication figure package	Figure_4_Final_RightLegend_20260821_135544	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	8A369B7DDD2201E3EBC5A9BA227D67997B2E154B8982238588BF95A4894ED4AA
results/reference/global/ALL_UNORDERED_DRUG_PAIR_METRICS_FINAL.csv	results/reference/global/ALL_UNORDERED_DRUG_PAIR_METRICS_FINAL.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	1E5B037A76F4E25C745C9952E0CE31108FF64936FFF696A5B1BAF8006A603AC7
results/reference/global/GLOBAL_ALPHA0001_CALL_JACCARD_MATRIX.csv	results/reference/global/GLOBAL_ALPHA0001_CALL_JACCARD_MATRIX.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	D6CC5D8F8A504BC583A85F70C0B6A7C410A679F99755662A7F16505CE2C55503
results/reference/global/GLOBAL_ALPHA001_CALL_JACCARD_MATRIX.csv	results/reference/global/GLOBAL_ALPHA001_CALL_JACCARD_MATRIX.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	D6F7C9E00A968563BC32629A8DAFC753306D8D827669143952A0162580C48A03
results/reference/global/GLOBAL_ALPHA001_SIGNED_SPARSE_COSINE_MATRIX.csv	results/reference/global/GLOBAL_ALPHA001_SIGNED_SPARSE_COSINE_MATRIX.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	1E01C759DC6C8439037C018026F1F107346BEA92AF0F9E23B8CE562009163055
results/reference/global/GLOBAL_AVERAGE_LINKAGE.csv	results/reference/global/GLOBAL_AVERAGE_LINKAGE.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	38743A2831E981CCAAE728DBB5D8ABFF7D24C76D9B60525A64C6D6B8802B61B7
results/reference/global/GLOBAL_FIXED_REFERENCE_PCA_LOADINGS.csv	results/reference/global/GLOBAL_FIXED_REFERENCE_PCA_LOADINGS.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	77C897290FE62EE997C1AE11D661CC0DF773590FE1270833B1BD3ED1F84F570F
results/reference/global/GLOBAL_FIXED_REFERENCE_PCA_SCORES.csv	results/reference/global/GLOBAL_FIXED_REFERENCE_PCA_SCORES.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	79CCCB4DFA80C0FFB6F135AE31D5462939EB193A3D95B96AF5C4A922775749C0
results/reference/global/GLOBAL_JOINT_CONTINUOUS_PCA_LOADINGS.csv	results/reference/global/GLOBAL_JOINT_CONTINUOUS_PCA_LOADINGS.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	E3482737054B6CC60C51F4DFF7DBF782E67565854D765EE42B5625CF44B31CA7
results/reference/global/GLOBAL_JOINT_CONTINUOUS_PCA_SCORES.csv	results/reference/global/GLOBAL_JOINT_CONTINUOUS_PCA_SCORES.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	27160D736BEE860F8AE20A26453EF69AE452DE1F4F0F51991E35C03F397B093E
results/reference/global/GLOBAL_MODEL_STATUS.csv	results/reference/global/GLOBAL_MODEL_STATUS.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	A32606C98F49603FCC3AE027FDA20EFB6B54C3A9A69B4ED1FF23550B02E1A12D
results/reference/global/GLOBAL_RMS_DISTANCE_MATRIX.csv	results/reference/global/GLOBAL_RMS_DISTANCE_MATRIX.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	8268EEE453F15CF846F898942A2E27215A290E8CFA60DD236530E60B95D50081
results/reference/global/GLOBAL_RMS_DISTANCE_SUBSET_AUDIT.csv	results/reference/global/GLOBAL_RMS_DISTANCE_SUBSET_AUDIT.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	C550A4658E90BC3F2C78752288E49D22E5B16F9E6F73D15D765BC8AE29973B01
results/reference/global/GLOBAL_RMS_PCOA_COORDINATES.csv	results/reference/global/GLOBAL_RMS_PCOA_COORDINATES.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	71A2B622AC1BBAFE5A6C660BB1EA3F2C4BBFDFEF23EAA71ECD648522B0159E2A
results/reference/global/GLOBAL_SPARSE_ALPHA0001_PCA_LOADINGS.csv	results/reference/global/GLOBAL_SPARSE_ALPHA0001_PCA_LOADINGS.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	B07F45C4877762EF157B4C85D464716FC6AAD0BA8D7244B8A722C79572FB53C9
results/reference/global/GLOBAL_SPARSE_ALPHA0001_PCA_SCORES.csv	results/reference/global/GLOBAL_SPARSE_ALPHA0001_PCA_SCORES.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	6989DF9C3D92A250458184EFFF21285276A0743A56017B86FC15C0321EF89EF8
results/reference/global/GLOBAL_SPARSE_ALPHA001_PCA_LOADINGS.csv	results/reference/global/GLOBAL_SPARSE_ALPHA001_PCA_LOADINGS.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	14B6A083ABE2865F47B4AA9CF3A3BD62BC98B99A600A53F0FBA8F334E9272F60
results/reference/global/GLOBAL_SPARSE_ALPHA001_PCA_SCORES.csv	results/reference/global/GLOBAL_SPARSE_ALPHA001_PCA_SCORES.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	1D3A59C6F427F44B6B5DF5ACDC5F65EBCB245626253DBB220A588A1ACCB2A932
results/reference/global/GLOBAL_TARGET_LEVEL_PCA_LOADINGS.csv	results/reference/global/GLOBAL_TARGET_LEVEL_PCA_LOADINGS.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	7EF6F6431C54DD7FFB7E8951324A14C650A0F051D204FFD003576B0D96B8D379
results/reference/global/GLOBAL_TARGET_LEVEL_PCA_SCORES.csv	results/reference/global/GLOBAL_TARGET_LEVEL_PCA_SCORES.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	55667CABC905528EB66C39E20C7C3E16C436196755E07FD9B86F1068F1BCC191
results/reference/global/GLOBAL_WEIGHTED_MDS_COORDINATES.csv	results/reference/global/GLOBAL_WEIGHTED_MDS_COORDINATES.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Pooled-parent comparative final audit and freeze	Pooled_Parent_Ketamine_Final_Audit_And_Freeze_20260813_191547	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	098A4A49E041ADBEE924816206BB9405C8CF3DD84A558E5ED7CA443F38E69446
results/reference/whole_body/CNS_SMOKE_TEST.json	results/reference/whole_body/CNS_SMOKE_TEST.json	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Complete pooled-parent whole-body fingerprint package	Ketamine_whole_body_fingerprint_20260813	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	16941D78187F15FFACDDD6B89C641F7184F875E7C4704CE4DF53EA613BC05541
results/reference/whole_body/KETAMINE_WHOLE_BODY_FINGERPRINT_ALPHA_0p0001.csv	results/reference/whole_body/KETAMINE_WHOLE_BODY_FINGERPRINT_ALPHA_0p0001.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Complete pooled-parent whole-body fingerprint package	Ketamine_whole_body_fingerprint_20260813	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	F78C8D209F663C2C7AE077118E9CEF96C035DA6FD8D4F27CF4AB95031211C147
results/reference/whole_body/KETAMINE_WHOLE_BODY_FINGERPRINT_ALPHA_0p001.csv	results/reference/whole_body/KETAMINE_WHOLE_BODY_FINGERPRINT_ALPHA_0p001.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Complete pooled-parent whole-body fingerprint package	Ketamine_whole_body_fingerprint_20260813	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	ABB2AA0BC6E3343E0EEDA91CCA9B0699356C770542B9B7B1FF9976F86EEB9A0E
results/reference/whole_body/KETAMINE_WHOLE_BODY_FINGERPRINT_SUMMARY_METRICS.csv	results/reference/whole_body/KETAMINE_WHOLE_BODY_FINGERPRINT_SUMMARY_METRICS.csv	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Complete pooled-parent whole-body fingerprint package	Ketamine_whole_body_fingerprint_20260813	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	30F72624E1EEF5CBD095B9D4DDAE7E2125914A90A40ECFF5F942129A9F8682A7
results/reference/whole_body/QC_RESULTS.json	results/reference/whole_body/QC_RESULTS.json	ACCEPTED_ANALYSIS_REFERENCE_OUTPUT	Complete pooled-parent whole-body fingerprint package	Ketamine_whole_body_fingerprint_20260813	PRIVATE_DERIVATIVE_PENDING_REVIEW	KEEP	CC-BY-SA-4.0 project data terms; upstream rights retained	YES	Byte-identical approved artifact	None	044B2EBE4FFCD2F85784877CCC09AC97AFCED428E1A082E7057090FD89107707
scripts/audit_repository.py	scripts/audit_repository.py	ORIGINAL_SOFTWARE_OR_TEST	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	4B32DEEA5BEA8CBF4D7F803E78156D8A2E62F01BEF619FAA5145BD5725CC65B9
scripts/build_release_manifests.py	scripts/build_release_manifests.py	ORIGINAL_SOFTWARE_OR_TEST	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	A6FEA3955A3FC42F7401B53C5CC1C2234AE6BE6644947DEDE6FB6B69B32FE58F
scripts/build_repository_metadata.py	scripts/build_repository_metadata.py	ORIGINAL_SOFTWARE_OR_TEST	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	816889450111208242AF41C8A567BBF022C8D1EBDCC367E1E244344724A04599
scripts/sanitize_local_provenance.py		ORIGINAL_SOFTWARE_OR_TEST	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REMOVE	NOT_REDISTRIBUTED	NO	Source-era release, provenance-sanitization, or superseded metadata is not public release content	Replaced by public release documentation where applicable	5FB3E9562C110CD94F7C1A1D0F0D3E3DCF587BE8B5F995640CF9BEE59B262811
src/cardozo_ketamine_hr/__init__.py	src/cardozo_ketamine_hr/__init__.py	ORIGINAL_SOFTWARE_OR_TEST	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	5AAF81A4B25E0140E953A128A730E103725B38BF4672E9D2EB9FE731A220F5E2
src/cardozo_ketamine_hr/__main__.py	src/cardozo_ketamine_hr/__main__.py	ORIGINAL_SOFTWARE_OR_TEST	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	9E87D2B5CA08EF4DED078A6953C1F816C4C2A08613D7FBAA8B59656B46C301F5
src/cardozo_ketamine_hr/activity.py	src/cardozo_ketamine_hr/activity.py	ORIGINAL_SOFTWARE_OR_TEST	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	75FA7F0E64BD6D9EE3ABB6975B5C78D6C032DCFD8AD772C3A4E7628987AD9C6C
src/cardozo_ketamine_hr/authority_discovery.py	src/cardozo_ketamine_hr/authority_discovery.py	ORIGINAL_SOFTWARE_OR_TEST	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	53F8FB06A27AAE7D1966B0E00E8F673CF96CE77608157153122518241ABD6ED9
src/cardozo_ketamine_hr/class_analysis.py	src/cardozo_ketamine_hr/class_analysis.py	ORIGINAL_SOFTWARE_OR_TEST	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	C00F0E3C647639D68DAEF693C356FC13ED91C2FC55C66FD0516CDC5B065D7C4A
src/cardozo_ketamine_hr/coverage_diagnostics.py	src/cardozo_ketamine_hr/coverage_diagnostics.py	ORIGINAL_SOFTWARE_OR_TEST	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	EC174D23BB6133C8830240FD4FFC3DD1DD94B5B044A9081B0BDF774D40C29D0C
src/cardozo_ketamine_hr/expression.py	src/cardozo_ketamine_hr/expression.py	ORIGINAL_SOFTWARE_OR_TEST	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	00EDFE72880F01876F8318210F5835C54A431913675AEFE64BD7BF52C30FBDB6
src/cardozo_ketamine_hr/family_analysis.py	src/cardozo_ketamine_hr/family_analysis.py	ORIGINAL_SOFTWARE_OR_TEST	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	D235F390DD6DE94841C81D55DA25A6A79A9991600FF1DFE39267E87E13EE1089
src/cardozo_ketamine_hr/family_completion.py	src/cardozo_ketamine_hr/family_completion.py	ORIGINAL_SOFTWARE_OR_TEST	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	D9C8D94D361F07E87402E2F885C2B67908EAD8F0813D889AEBCD26BF77E75648
src/cardozo_ketamine_hr/figure_repair.py	src/cardozo_ketamine_hr/figure_repair.py	ORIGINAL_SOFTWARE_OR_TEST	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	AB99648ABDF515811C19E0BE3602836B5D1E68760FD521552340E5746ED5BF23
src/cardozo_ketamine_hr/figures.py	src/cardozo_ketamine_hr/figures.py	ORIGINAL_SOFTWARE_OR_TEST	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	65DF8568D086073BC79B97C85AD779483C91887F5C31AEBDE1E8724558D3478F
src/cardozo_ketamine_hr/final_audit.py	src/cardozo_ketamine_hr/final_audit.py	ORIGINAL_SOFTWARE_OR_TEST	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	13062D2F3DAF70CE9882A7061C2B47AFAAAAFF2D0A2BC8652310C782A613A969
src/cardozo_ketamine_hr/fingerprint.py	src/cardozo_ketamine_hr/fingerprint.py	ORIGINAL_SOFTWARE_OR_TEST	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	03E18FFE0E19EF19E5884372E85E9737C683C529165C7BC1DABAE819794C5303
src/cardozo_ketamine_hr/gpu_backend.py	src/cardozo_ketamine_hr/gpu_backend.py	ORIGINAL_SOFTWARE_OR_TEST	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	7DC0FA2BD0F59A9F56CE0BCF475B1C164A56A5A86107C11CFAB3934C0E575FE5
src/cardozo_ketamine_hr/hr.py	src/cardozo_ketamine_hr/hr.py	ORIGINAL_SOFTWARE_OR_TEST	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	89FD857FE8117CDA27AB7D15CA97E50C08ABFA0C771006C7FE4D0AAC70FAE9E7
src/cardozo_ketamine_hr/identity.py	src/cardozo_ketamine_hr/identity.py	ORIGINAL_SOFTWARE_OR_TEST	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	747307621799F7F93A67771B7F854467195D281466EA6045D41E0CE16E2CAD02
src/cardozo_ketamine_hr/independent_validation.py	src/cardozo_ketamine_hr/independent_validation.py	ORIGINAL_SOFTWARE_OR_TEST	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	1BD42ABC3695CA0BD05BB0266EE90A54E42814495C37FFF5601F7153F302BBBF
src/cardozo_ketamine_hr/multivariate.py	src/cardozo_ketamine_hr/multivariate.py	ORIGINAL_SOFTWARE_OR_TEST	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	8505B638152250B4A86A1297D403CC93DB32BE911B561D6588FFD81D60B51283
src/cardozo_ketamine_hr/nearest_reference.py	src/cardozo_ketamine_hr/nearest_reference.py	ORIGINAL_SOFTWARE_OR_TEST	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	1FE64FA4AEA00F018FBE6526A319D54C7F7813FF7AFF0E1737C5A51C526E5783
src/cardozo_ketamine_hr/packaging.py	src/cardozo_ketamine_hr/packaging.py	ORIGINAL_SOFTWARE_OR_TEST	Cardozo ketamine historeceptomics project	APPROVED_PUBLICATION_SOURCE_SNAPSHOT_2026-08-25	PROJECT_ORIGINAL_OR_NOT_APPLICABLE	REPLACE_WITH_PUBLIC_DERIVATIVE	MIT	NO	Public documentation, metadata, or input routing was sanitized without changing protected scientific behavior	Derived from the approved source snapshot with documented public-only changes	BEC0F3453907BEB8DA837479645E3EF0E2ED3B3A0E63B58FEA301CF67F2AE7D0
